TOKEN,POS,NER
of,ADP,O
the,DET,O
most,ADV,O
solid,ADJ,O
Android,ADJ,U-PDT
handsets,NOUN,O
I,PRON,O
’ve,VERB,O
used,VERB,O
to,ADP,O
date,NOUN,O
.,PUNCT,O
##END,###,O
Much,ADJ,O
like,ADP,O
the,DET,O
RAZR,PROPN,U-PDT
",",PUNCT,O
the,DET,O
GS,PROPN,B-PDT
II,PROPN,L-PDT
is,VERB,O
pretty,ADV,O
thin,ADJ,O
itself,PRON,O
",",PUNCT,O
with,ADP,O
a,DET,O
8.89,NUM,O
mm,NOUN,O
waist,NOUN,O
line,NOUN,O
and,CONJ,O
rounded,VERB,O
corners,NOUN,O
not,ADV,O
unlike,ADP,O
the,DET,O
iPhone,PROPN,B-PDT
4,NUM,L-PDT
.,PUNCT,O
##END,###,O
It,PRON,O
sports,VERB,O
a,DET,O
Super,PROPN,B-PDT
AMOLED,PROPN,I-PDT
Plus,CONJ,L-PDT
screen,NOUN,O
(,PUNCT,O
4.3-inch,NUM,O
at,ADP,O
AT&T,PROPN,U-COM
",",PUNCT,O
4.52-inch,NUM,O
at,ADP,O
Sprint/T,PROPN,B-COM
-,PUNCT,O
Mobile,PROPN,L-COM
),PUNCT,O
",",PUNCT,O
runs,VERB,O
Android,PROPN,U-PDT
2.3,NUM,O
Gingerbread,PROPN,U-PDT
and,CONJ,O
features,VERB,O
a,DET,O
1.2GHz,NUM,O
dual,ADJ,O
-,PUNCT,O
core,NOUN,O
processor,NOUN,O
under,ADP,O
the,DET,O
hood,NOUN,O
.,PUNCT,O
##END,###,O
The,DET,O
GS,PROPN,B-PDT
II,PROPN,L-PDT
also,ADV,O
has,VERB,O
its,ADJ,O
photography,NOUN,O
bases,NOUN,O
covered,VERB,O
",",PUNCT,O
with,ADP,O
an,DET,O
8-megapixel,NUM,O
flash,NOUN,O
-,PUNCT,O
equipped,VERB,O
rear,NOUN,O
camera,NOUN,O
(,PUNCT,O
capable,ADJ,O
of,ADP,O
video,NOUN,O
capture,NOUN,O
in,ADP,O
1080p,NUM,O
),PUNCT,O
and,CONJ,O
a,DET,O
2-megapixel,NUM,O
front,NOUN,O
-,PUNCT,O
facing,VERB,O
shooter,NOUN,O
for,ADP,O
video,NOUN,O
chat,NOUN,O
.,PUNCT,O
##END,###,O
You,PRON,O
’ll,VERB,O
also,ADV,O
find,VERB,O
support,NOUN,O
for,ADP,O
HDMI,PROPN,O
out,PART,O
in,ADP,O
case,NOUN,O
you,PRON,O
want,VERB,O
to,PART,O
relive,VERB,O
the,DET,O
Holiday,PROPN,O
memories,NOUN,O
on,ADP,O
a,DET,O
big,ADJ,O
screen,NOUN,O
.,PUNCT,O
##END,###,O
The,DET,O
beauty,NOUN,O
of,ADP,O
the,DET,O
GS,PROPN,B-PDT
II,PROPN,L-PDT
as,ADP,O
a,DET,O
gift,NOUN,O
is,VERB,O
that,ADP,O
it,PRON,O
’s,VERB,O
available,ADJ,O
on,ADP,O
three,NUM,O
of,ADP,O
the,DET,O
four,NUM,O
major,ADJ,O
networks,NOUN,O
",",PUNCT,O
including,VERB,O
Sprint,PROPN,U-COM
",",PUNCT,O
AT&T,PROPN,U-COM
and,CONJ,O
T,PROPN,B-COM
-,PUNCT,I-COM
Mobile,PROPN,L-COM
.,PUNCT,O
##END,###,O
If,ADP,O
for,ADP,O
whatever,ADJ,O
reason,NOUN,O
you,PRON,O
’re,VERB,O
able,ADJ,O
to,PART,O
start,VERB,O
your,ADJ,O
loved,VERB,O
one,NOUN,O
on,ADP,O
a,DET,O
fresh,ADJ,O
contract,NOUN,O
with,ADP,O
a,DET,O
new,ADJ,O
carrier,NOUN,O
",",PUNCT,O
I,PRON,O
’d,VERB,O
suggest,VERB,O
nabbing,VERB,O
AT&T,PROPN,U-COM
’s,PROPN,O
version,NOUN,O
of,ADP,O
the,DET,O
Galaxy,PROPN,B-PDT
S,PROPN,I-PDT
II,PROPN,L-PDT
.,PUNCT,O
##END,###,O
T,NOUN,B-COM
-,PUNCT,I-COM
Mobile,PROPN,L-COM
’s,PROPN,O
model,NOUN,O
does,VERB,O
n’t,ADV,O
keep,VERB,O
the,DET,O
same,ADJ,O
killer,NOUN,O
design,NOUN,O
dress,NOUN,O
as,ADP,O
the,DET,O
others,NOUN,O
",",PUNCT,O
and,CONJ,O
at,ADP,O
4.3-inches,NOUN,O
the,DET,O
AT&T,PROPN,U-COM
model,NOUN,O
’s,NUM,O
screen,NOUN,O
has,VERB,O
a,DET,O
greater,ADJ,O
pixel,NOUN,O
density,NOUN,O
than,ADP,O
Sprint,PROPN,U-COM
’s,PROPN,O
.,PUNCT,O
##END,###,O
You,PRON,O
’ll,VERB,O
be,VERB,O
able,ADJ,O
to,PART,O
nab,VERB,O
the,DET,O
Samsung,PROPN,B-PDT
Galaxy,PROPN,I-PDT
S,PROPN,I-PDT
II,PROPN,L-PDT
for,ADP,O
$,SYM,B-MON
199,NUM,L-MON
on,ADP,O
-,PUNCT,O
contract,NOUN,O
from,ADP,O
both,DET,O
Sprint,PROPN,U-COM
and,CONJ,O
AT&T,PROPN,U-COM
",",PUNCT,O
though,ADP,O
T,NOUN,B-COM
-,PUNCT,I-COM
Mobile,PROPN,L-COM
’s,PROPN,O
Qualcomm,PROPN,U-COM
processor,NOUN,O
-,PUNCT,O
packin’,ADJ,O
version,NOUN,O
will,VERB,O
go,VERB,O
for,ADP,O
a,DET,O
tad,NOUN,O
more,ADJ,O
at,ADP,O
$,SYM,B-MON
229.99,NUM,L-MON
.,PUNCT,O
##END,###,O
Samsung,PROPN,B-PDT
Stratosphere,PROPN,L-PDT
##END,###,O
The,DET,O
Samsung,PROPN,B-PDT
Stratosphere,PROPN,L-PDT
is,VERB,O
stuck,VERB,O
in,ADP,O
the,DET,O
middle,NOUN,O
(,PUNCT,O
with,ADP,O
you,PRON,O
),PUNCT,O
.,PUNCT,O
##END,###,O
Not,ADV,O
only,ADV,O
does,VERB,O
it,PRON,O
have,VERB,O
the,DET,O
median,ADJ,O
price,NOUN,O
point,NOUN,O
of,ADP,O
all,DET,O
of,ADP,O
our,ADJ,O
gift,NOUN,O
guide,NOUN,O
options,NOUN,O
",",PUNCT,O
but,CONJ,O
it,PRON,O
also,ADV,O
seems,VERB,O
stuck,VERB,O
somewhere,ADV,O
in,ADP,O
between,ADP,O
the,DET,O
future,NOUN,O
and,CONJ,O
the,DET,O
past,NOUN,O
.,PUNCT,O
##END,###,O
By,ADP,O
that,DET,O
I,PRON,O
mean,VERB,O
",",PUNCT,O
it,PRON,O
has,VERB,O
all,ADJ,O
the,DET,O
specs,NOUN,O
of,ADP,O
any,DET,O
solid,ADJ,O
mid,ADJ,O
-,PUNCT,O
to,ADP,O
-,PUNCT,O
high,ADJ,O
-,PUNCT,O
end,NOUN,O
handset,NOUN,O
",",PUNCT,O
but,CONJ,O
throws,VERB,O
it,PRON,O
back,PART,O
a,DET,O
bit,NOUN,O
in,ADP,O
the,DET,O
keyboard,NOUN,O
department,NOUN,O
with,ADP,O
a,DET,O
physical,ADJ,O
sliding,VERB,O
five,NUM,O
-,PUNCT,O
row,NOUN,O
QWERTY,PROPN,O
.,PUNCT,O
##END,###,O
In,ADP,O
fact,NOUN,O
",",PUNCT,O
this,DET,O
is,VERB,O
the,DET,O
only,ADJ,O
phone,NOUN,O
running,VERB,O
on,ADP,O
Verizon,PROPN,U-COM
’s,PROPN,O
4,NUM,O
G,PROPN,O
LTE,PROPN,U-PDT
network,NOUN,O
to,PART,O
have,VERB,O
a,DET,O
real,ADJ,O
-,PUNCT,O
life,NOUN,O
keyboard,NOUN,O
so,CONJ,O
if,ADP,O
your,ADJ,O
puddin’,ADJ,O
pop,NOUN,O
simply,ADV,O
ca,VERB,O
n’t,ADV,O
stand,VERB,O
using,VERB,O
your,ADJ,O
touchscreen,ADJ,O
keyboard,NOUN,O
",",PUNCT,O
this,DET,O
may,VERB,O
be,VERB,O
what,NOUN,O
you,PRON,O
’re,VERB,O
looking,VERB,O
for,ADP,O
.,PUNCT,O
##END,###,O
Past,ADP,O
the,DET,O
whole,ADJ,O
keyboard,NOUN,O
thing,NOUN,O
",",PUNCT,O
you,PRON,O
’ll,VERB,O
also,ADV,O
find,VERB,O
a,DET,O
4-inch,ADJ,O
480×800,NUM,O
Super,PROPN,O
AMOLED,PROPN,U-PDT
display,NOUN,O
",",PUNCT,O
a,DET,O
5-megapixel,NUM,O
rear,NOUN,O
-,PUNCT,O
facing,VERB,O
camera,NOUN,O
with,ADP,O
flash,NOUN,O
",",PUNCT,O
a,DET,O
1.3-megapixel,NUM,O
front,NOUN,O
-,PUNCT,O
facing,VERB,O
shooter,NOUN,O
for,ADP,O
video,NOUN,O
chat,NOUN,O
",",PUNCT,O
and,CONJ,O
a,DET,O
1GHz,ADJ,O
processor,NOUN,O
under,ADP,O
the,DET,O
hood,NOUN,O
.,PUNCT,O
##END,###,O
Unfortunately,ADV,O
",",PUNCT,O
there,ADV,O
’s,INTJ,O
no,DET,O
1080p,ADJ,O
video,NOUN,O
capture,NOUN,O
on,ADP,O
this,DET,O
bad,ADJ,O
boy,NOUN,O
",",PUNCT,O
but,CONJ,O
the,DET,O
trade,NOUN,O
-,PUNCT,O
off,NOUN,O
for,ADP,O
keyboard,NOUN,O
-,PUNCT,O
packing,VERB,O
LTE,PROPN,U-PDT
speeds,NOUN,O
is,VERB,O
worthwhile,ADJ,O
for,ADP,O
anyone,NOUN,O
who,NOUN,O
’s,VERB,O
still,ADV,O
hooked,VERB,O
on,ADP,O
real,ADJ,O
buttons,NOUN,O
.,PUNCT,O
##END,###,O
You,PRON,O
can,VERB,O
find,VERB,O
the,DET,O
Samsung,PROPN,B-PDT
Stratosphere,PROPN,L-PDT
at,ADP,O
Verizon,PROPN,U-COM
for,ADP,O
$,SYM,B-MON
149.99,NUM,L-MON
on,ADP,O
-,PUNCT,O
contract,NOUN,O
.,PUNCT,O
##END,###,O
Apple,PROPN,B-PDT
iPhone,PROPN,I-PDT
4,NUM,L-PDT
##END,###,O
This,DET,O
year,NOUN,O
",",PUNCT,O
if,ADP,O
you,PRON,O
’d,VERB,O
prefer,VERB,O
to,PART,O
get,VERB,O
a,DET,O
stunned,VERB,O
gleeful,ADJ,O
expression,NOUN,O
instead,ADV,O
of,ADP,O
the,DET,O
usual,ADJ,O
“,NOUN,O
you,PRON,O
really,ADV,O
should,VERB,O
n’t,ADV,O
have,VERB,O
",",PUNCT,O
”,PUNCT,O
##END,###,O
I,PRON,O
’d,VERB,O
suggest,VERB,O
the,DET,O
affordably,ADV,O
priced,VERB,O
iPhone,PROPN,B-PDT
4,NUM,L-PDT
.,PUNCT,O
##END,###,O
I,PRON,O
do,VERB,O
n’t,ADV,O
want,VERB,O
to,PART,O
sound,VERB,O
like,ADP,O
some,DET,O
Apple,PROPN,U-COM
evangelist,NOUN,O
or,CONJ,O
anything,NOUN,O
",",PUNCT,O
but,CONJ,O
there,ADV,O
are,VERB,O
plenty,NOUN,O
of,ADP,O
closeted,VERB,O
fanbois,NOUN,O
out,ADP,O
there,ADV,O
just,ADV,O
waiting,VERB,O
for,ADP,O
the,DET,O
right,ADJ,O
excuse,NOUN,O
to,PART,O
go,VERB,O
buy,VERB,O
an,DET,O
iPhone,PROPN,U-PDT
.,PUNCT,O
##END,###,O
It,PRON,O
’s,VERB,O
only,ADV,O
a,DET,O
matter,NOUN,O
of,ADP,O
time,NOUN,O
.,PUNCT,O
##END,###,O
So,ADV,O
why,ADV,O
not,ADV,O
just,ADV,O
nudge,VERB,O
the,DET,O
process,NOUN,O
along,ADP,O
with,ADP,O
one,NUM,O
of,ADP,O
the,DET,O
most,ADV,O
popular,ADJ,O
smartphones,NOUN,O
of,ADP,O
all,DET,O
time,NOUN,O
.,PUNCT,O
##END,###,O
Specs,NOUN,O
wise,ADJ,O
we,PRON,O
’re,VERB,O
looking,VERB,O
at,ADP,O
a,DET,O
3.5-inch,NUM,O
960×640,NUM,O
Retina,PROPN,U-PDT
display,NOUN,O
",",PUNCT,O
a,DET,O
1GHz,NUM,O
A4,NOUN,U-PDT
processor,NOUN,O
",",PUNCT,O
a,DET,O
5-megapixel,NUM,O
rear,NOUN,O
-,PUNCT,O
facing,VERB,O
camera,NOUN,O
capable,ADJ,O
of,ADP,O
720p,ADJ,O
video,NOUN,O
capture,NOUN,O
",",PUNCT,O
and,CONJ,O
a,DET,O
VGA,NOUN,O
front,NOUN,O
-,PUNCT,O
facing,VERB,O
camera,NOUN,O
for,ADP,O
video,NOUN,O
chat,NOUN,O
.,PUNCT,O
##END,###,O
But,CONJ,O
we,PRON,O
all,DET,O
know,VERB,O
it,PRON,O
’s,VERB,O
about,ADV,O
much,ADV,O
more,ADJ,O
than,ADP,O
that,DET,O
.,PUNCT,O
##END,###,O
Along,ADP,O
with,ADP,O
some,DET,O
of,ADP,O
the,DET,O
most,ADV,O
expensive,ADJ,O
and,CONJ,O
high,ADJ,O
-,PUNCT,O
quality,NOUN,O
hardware,NOUN,O
on,ADP,O
the,DET,O
market,NOUN,O
",",PUNCT,O
the,DET,O
iPhone,PROPN,B-PDT
4,NUM,L-PDT
will,VERB,O
ship,VERB,O
with,ADP,O
iOS,PROPN,B-PDT
5,NUM,L-PDT
which,ADJ,O
comes,VERB,O
with,ADP,O
all,DET,O
kinds,NOUN,O
of,ADP,O
awesome,ADJ,O
features,NOUN,O
like,ADP,O
iMessage,PROPN,U-PDT
",",PUNCT,O
a,DET,O
super,ADJ,O
slick,ADJ,O
Notfications,PROPN,B-PDT
Center,PROPN,L-PDT
",",PUNCT,O
and,CONJ,O
iTunes,PROPN,B-PDT
Wi,PROPN,I-PDT
-,PUNCT,I-PDT
Fi,PROPN,I-PDT
Sync,PROPN,L-PDT
.,PUNCT,O
##END,###,O
Plus,CONJ,O
",",PUNCT,O
no,DET,O
one,NOUN,O
will,VERB,O
be,VERB,O
able,ADJ,O
to,PART,O
tell,VERB,O
whether,ADP,O
it,PRON,O
’s,VERB,O
the,DET,O
brand,NOUN,O
new,ADJ,O
4S,NOUN,U-PDT
or,CONJ,O
the,DET,O
4,NUM,U-PDT
",",PUNCT,O
which,ADJ,O
is,VERB,O
a,DET,O
bit,NOUN,O
shallow,ADJ,O
but,CONJ,O
are,VERB,O
n’t,ADV,O
we,PRON,O
all,DET,O
?,PUNCT,O
##END,###,O
The,DET,O
iPhone,PROPN,B-PDT
4,NUM,L-PDT
would,VERB,O
be,VERB,O
a,DET,O
great,ADJ,O
gift,NOUN,O
at,ADP,O
its,ADJ,O
original,ADJ,O
price,NOUN,O
",",PUNCT,O
but,CONJ,O
for,ADP,O
$,SYM,B-MON
99,NUM,L-MON
you,PRON,O
’re,VERB,O
pretty,ADV,O
much,ADV,O
out,ADP,O
of,ADP,O
excuses,NOUN,O
.,PUNCT,O
##END,###,O
Samsung,PROPN,B-PDT
Focus,PROPN,I-PDT
Flash,PROPN,L-PDT
Android,PROPN,U-PDT
and,CONJ,O
iOS,PROPN,U-PDT
are,VERB,O
wonderful,ADJ,O
",",PUNCT,O
sure,ADJ,O
",",PUNCT,O
but,CONJ,O
if,ADP,O
you,PRON,O
’re,VERB,O
anything,NOUN,O
like,ADP,O
me,PRON,O
you,PRON,O
’re,ADV,O
ready,ADJ,O
for,ADP,O
a,DET,O
change,NOUN,O
.,PUNCT,O
##END,###,O
Luckily,ADV,O
",",PUNCT,O
there,ADV,O
’s,VERB,O
a,DET,O
new,ADJ,O
kid,NOUN,O
in,ADP,O
town,NOUN,O
and,CONJ,O
he,PRON,O
’s,VERB,O
actually,ADV,O
much,ADV,O
cooler,NOUN,O
than,ADP,O
you,PRON,O
’d,VERB,O
think,VERB,O
.,PUNCT,O
##END,###,O
Windows,PROPN,B-PDT
Phone,PROPN,I-PDT
7.5,NUM,L-PDT
is,VERB,O
a,DET,O
welcome,ADJ,O
disruption,NOUN,O
in,ADP,O
the,DET,O
mobile,ADJ,O
OS,NOUN,O
landscape,NOUN,O
",",PUNCT,O
with,ADP,O
threaded,VERB,O
conversations,NOUN,O
across,ADP,O
almost,ADV,O
all,DET,O
messaging,NOUN,O
platforms,NOUN,O
",",PUNCT,O
Xbox,PROPN,B-PDT
Live,ADJ,L-PDT
integration,NOUN,O
",",PUNCT,O
and,CONJ,O
a,DET,O
tempting,ADJ,O
live,ADJ,O
-,PUNCT,O
tile,NOUN,O
UI,PROPN,O
.,PUNCT,O
##END,###,O
But,CONJ,O
the,DET,O
Samsung,PROPN,B-PDT
Focus,PROPN,I-PDT
Flash,PROPN,L-PDT
is,VERB,O
more,ADJ,O
than,ADP,O
a,DET,O
mere,ADJ,O
vessel,NOUN,O
.,PUNCT,O
##END,###,O
Even,ADV,O
though,ADP,O
it,PRON,O
’s,ADJ,O
made,VERB,O
of,ADP,O
mostly,ADV,O
plastic,NOUN,O
",",PUNCT,O
a,DET,O
few,ADJ,O
hints,NOUN,O
of,ADP,O
metal,NOUN,O
and,CONJ,O
a,DET,O
brushed,VERB,O
dark,ADJ,O
grey,ADJ,O
finish,NOUN,O
give,VERB,O
it,PRON,O
a,DET,O
much,ADV,O
more,ADV,O
expensive,ADJ,O
feel,NOUN,O
",",PUNCT,O
especially,ADV,O
given,VERB,O
the,DET,O
fact,NOUN,O
that,ADP,O
the,DET,O
phone,NOUN,O
is,VERB,O
a,DET,O
bit,NOUN,O
heftier,ADJ,O
than,ADP,O
you,PRON,O
’d,VERB,O
expect,VERB,O
.,PUNCT,O
##END,###,O
It,PRON,O
sports,VERB,O
a,DET,O
3.7-inch,NUM,O
Super,PROPN,O
AMOLED,PROPN,U-PDT
display,NOUN,O
",",PUNCT,O
a,DET,O
1.4GHz,NUM,O
single,ADJ,O
-,PUNCT,O
core,NOUN,O
processor,NOUN,O
",",PUNCT,O
a,DET,O
5-megapixel,ADJ,O
rear,ADJ,O
camera,NOUN,O
with,ADP,O
LED,PROPN,O
flash,NOUN,O
and,CONJ,O
a,DET,O
front,ADJ,O
-,PUNCT,O
facing,VERB,O
camera,NOUN,O
for,ADP,O
video,NOUN,O
chat,NOUN,O
.,PUNCT,O
##END,###,O
Plus,CONJ,O
",",PUNCT,O
the,DET,O
IE9,PROPN,U-PDT
browser,NOUN,O
in,ADP,O
Mango,PROPN,U-PDT
is,VERB,O
super,ADV,O
snappy,ADJ,O
",",PUNCT,O
and,CONJ,O
beat,VERB,O
out,PART,O
my,ADJ,O
iPhone,PROPN,U-PDT
4S,PROPN,U-PDT
just,ADV,O
about,ADV,O
every,DET,O
time,NOUN,O
in,ADP,O
testing,NOUN,O
.,PUNCT,O
##END,###,O
It,PRON,O
sure,ADV,O
does,VERB,O
n’t,ADV,O
feel,VERB,O
like,ADP,O
it,PRON,O
",",PUNCT,O
but,CONJ,O
the,DET,O
Samsung,PROPN,B-PDT
Focus,PROPN,I-PDT
Flash,PROPN,L-PDT
costs,VERB,O
$,SYM,B-MON
49.99,NUM,L-MON
on,ADP,O
-,PUNCT,O
contract,NOUN,O
at,ADP,O
AT&T.,PROPN,U-COM
##END,###,O
